,Index,Height(Inches),Weight(Pounds),BMI
342,343,70.30764,124.4065,17.692669151141825
343,344,67.29982,124.1866,19.27534929371671
344,345,67.60582,126.1659,19.40569250942104
345,346,67.85566,138.8125,21.193942066168137
346,347,66.46536,121.5515,19.34304868249181
347,348,68.92071,114.2555,16.90958521543339
348,349,68.46886,129.4022,19.404872387785456
349,350,69.5193,137.5583,20.009274585335174
350,351,70.23956,134.4996,19.165173403735174
351,352,67.85651,127.7103,19.49836570676753
352,353,68.00435,115.6709,17.583529401228784
353,354,67.13983,131.5906,20.5220016230277
354,355,68.09931,127.5839,19.340414408339054
355,356,68.99077,125.7211,18.56870057020434
356,357,69.32618,119.9885,17.550941082346018
357,358,70.09286,140.8676,20.156674318489483
358,359,68.74304,136.9164,20.368231798725112
359,360,64.18633,118.4759,20.216233834564786
360,361,66.09074,129.5516,20.85051934653805
361,362,69.24418,152.0714,22.296480541924986
362,363,69.66512,120.8646,17.5074810542965
363,364,68.42721,136.1027,20.434518097817637
364,365,68.28613,130.0611,19.608200846901877
365,366,69.37684,131.7743,19.246732652270097
366,367,68.35315,139.38,20.97194539430785
367,368,72.32489,168.229,22.608962046075156
368,369,70.37159,127.6446,18.120202395330804
369,370,65.72927,131.8008,21.446466745475806
370,371,66.49627,122.8561,19.53248411968872
371,372,70.81339,140.2133,19.656842807374233
372,373,67.37579,142.6929,22.097846297425832
373,374,67.79709,137.4299,21.019116084340208
374,375,68.1607,126.0392,19.0718524931935
375,376,68.85782,143.5985,21.291128950038136
376,377,67.71342,122.62,18.800402113993833
377,378,64.66007,108.6044,18.261245907907842
378,379,65.73721,100.6617,16.375593525730956
379,380,68.42441,116.1397,17.43869179724838
380,381,68.88946,140.5293,20.81692833136216
381,382,68.27367,125.6907,18.956230139218686
382,383,69.18045,134.3329,19.731992884445337
383,384,72.60996,136.4649,18.19633364121177
384,385,66.04157,127.8822,20.61249890995076
385,386,69.2288,123.1361,18.06205298798091
386,387,68.87697,116.3375,17.23959205258977
387,388,66.46042,124.5581,19.82444952710019
388,389,69.30444,125.7853,18.410394623368283
389,390,67.58249,107.5905,16.56002061828778
390,391,69.41816,143.0236,20.864925300728284
391,392,67.46867,118.7434,18.338360540457504
392,393,66.44873,118.9856,18.94420392891268
393,394,68.76185,131.8744,19.607431952341276
394,395,63.76881,119.3691,20.636242334973762
395,396,69.03663,126.1223,18.603216508244
396,397,66.48966,126.6122,20.133656544643873
397,398,66.74224,113.5597,17.921650551171982
398,399,67.69394,115.8413,17.77129857032002
399,400,66.69066,130.2738,20.591234077569396
400,401,67.02877,125.4542,19.629897430186183
401,402,65.91096,117.1655,18.960064078107063
402,403,70.0304,137.3184,19.683886201890708
403,404,69.26978,149.4447,21.89516518066114
404,405,70.07695,151.0695,21.626275627946978
405,406,64.90942,116.9994,19.521963777443336
406,407,69.68744,138.1787,20.002644013144742
407,408,67.56524,127.621,19.6530889954178
408,409,63.85529,120.7514,20.818706209148342
409,410,71.6189,144.2537,19.770925225477427
410,411,64.98993,105.7939,17.608558882565447
411,412,64.60759,120.1567,20.236538838099598
412,413,62.01666,109.0848,19.9389745407546
413,414,65.28516,125.971,20.777675358622172
414,415,67.70163,110.2325,16.907006985118585
415,416,70.85794,134.4706,18.82806214844428
416,417,68.17075,115.5067,17.472954953770184
417,418,67.45006,125.1086,19.332045498679065
418,419,71.04224,116.4113,16.215008143790907
419,420,67.83032,133.3944,20.381924622351622
420,421,67.15488,108.7478,16.951988537513206
421,422,68.30289,134.3986,20.252186138220015
422,423,65.41208,131.2085,21.557648039955815
423,424,68.66755,130.8318,19.50587948778855
424,425,70.06733,127.0838,18.197611139208796
425,426,69.13413,119.4067,17.563012773303377
426,427,67.02078,105.5616,16.521228330426418
427,428,65.52274,134.4733,22.019491584241845
428,429,70.19808,132.6897,18.92962757040582
429,430,67.66866,126.058,19.35310195100004
430,431,69.73257,126.3532,18.26712612500325
431,432,67.61719,142.3603,21.889204683373137
432,433,70.79589,124.5873,17.474831932395322
433,434,69.65804,122.3604,17.727753827313194
434,435,66.73277,123.2298,19.453276696078674
435,436,67.58008,131.4049,20.226907202277676
436,437,65.25317,124.3037,20.52277821600091
437,438,70.71387,128.3836,18.049104649373508
438,439,71.27374,136.853,18.938716817593786
439,440,66.55913,118.0569,18.734039297011556
440,441,68.04247,121.4969,18.448471135612976
441,442,68.11699,119.2811,18.072409676637992
442,443,71.2367,126.5545,17.531752529943375
443,444,66.92387,129.2477,20.286917104799674
444,445,71.10381,134.7804,18.741153643122335
445,446,69.41466,146.0725,21.311861524766215
446,447,69.16807,162.4109,23.864876025173327
447,448,68.57725,130.1885,19.461119393198487
448,449,69.60315,132.1941,19.182694395276226
449,450,69.05087,127.4591,18.792642971642298
450,451,68.28699,125.3466,18.89695997896556
451,452,69.25276,134.7559,19.75281248850977
452,453,68.23862,121.9395,18.409384309722963
453,454,67.6868,125.6688,19.28301006009843
454,455,68.84083,145.956,21.65135505870248
455,456,69.52061,119.9207,17.443046224581938
456,457,66.97668,111.5093,17.475080402296136
457,458,72.0053,138.676,18.803024113391142
458,459,67.44482,135.0151,20.86606075450659
459,460,66.06214,116.509,18.767633927709333
460,461,65.5747,123.9575,20.265415335309545
461,462,68.30171,136.952,20.637664611625876
462,463,71.02603,153.0797,21.3323080517958
463,464,70.76882,126.357,17.73661433290645
464,465,67.50812,145.0614,22.37665480068393
465,466,69.50936,135.1739,19.668062945039047
466,467,66.4455,108.806,17.325150747960336
467,468,68.5689,110.5155,16.524341167223103
468,469,67.01296,138.2685,21.645168634169295
469,470,68.70004,119.5111,17.801212678058654
470,471,68.23013,115.3214,17.414573137972827
471,472,70.40713,132.3684,18.771819138481916
472,473,65.69989,93.99438,15.308333948757827
473,474,65.7031,127.4051,20.747721811845167
474,475,68.48055,134.3024,20.132820396094026
475,476,66.62891,124.9721,19.78987155736576
476,477,66.84285,124.072,19.52176994243772
477,478,69.89734,133.5476,19.2163152749916
478,479,67.6543,134.1509,20.604311447538866
479,480,68.30917,130.2489,19.62326968279729
480,481,69.74848,138.0935,19.955337014386913
481,482,68.57906,126.6064,18.924653168495723
482,483,68.14477,131.8076,19.954034428971084
483,484,67.98093,131.7363,20.039486250156084
484,485,64.82535,117.6261,19.677471059693094
485,486,69.20785,126.1943,18.521849393686324
486,487,69.2656,127.5132,18.6842327463636
487,488,70.9403,142.4785,19.903003428917444
488,489,69.07826,139.444,20.54340262469458
489,490,66.20183,110.3204,17.69583920840101
490,491,71.05779,131.9541,18.3719316733372
491,492,68.99493,129.2037,19.0807709854565
492,493,70.96089,124.3513,17.360712585959693
493,494,66.02496,126.5251,20.404019067621906
494,495,69.8641,149.2303,21.493354388554735
495,496,66.82802,142.1577,22.377343346131234
496,497,69.09424,127.1436,18.72259921691731
497,498,66.81425,122.3353,19.26499589641395
498,499,67.13183,112.6659,17.574818274301798
499,500,64.57428,134.2647,22.635913506736273
500,501,68.68038,120.6936,17.98764002294237
501,502,67.53724,115.783,17.84487482660308
502,503,71.17732,128.6855,17.856719469493967
503,504,70.53514,134.7611,19.041835409323962
504,505,71.53411,118.3419,16.258014490470533
505,506,66.77301,106.1557,16.73773685637671
506,507,66.33636,126.3823,20.190092337872915
507,508,64.83095,114.3716,19.12972604425225
508,509,68.38247,130.2787,19.58570342905333
509,510,68.05038,123.3066,18.71890923716765
510,511,69.09149,122.8571,18.092828539709476
511,512,69.91046,125.6932,18.079349007722193
512,513,68.40737,111.7247,16.784126133644612
513,514,68.32559,125.5516,18.90648504540051
514,515,66.95555,119.9702,18.81289121260239
515,516,70.54816,132.6043,18.730162700850155
516,517,69.37805,132.6738,19.37743618077081
517,518,67.52012,117.4521,18.111303165240326
518,519,64.87142,101.8549,17.014940813439157
519,520,69.13396,128.4418,18.892039292270347
520,521,68.81192,134.0414,19.900634741433848
521,522,67.56446,127.7511,19.673578076422967
522,523,68.16772,127.6172,19.30665339198358
523,524,65.80687,139.3971,22.62906418918833
524,525,64.92276,113.9381,19.003357974847077
525,526,68.35584,147.5188,22.19481077999224
526,527,66.71546,132.6523,20.951597380952155
527,528,69.18196,132.8139,19.508017249205274
528,529,65.88795,105.0942,17.018531501588182
529,530,66.03733,127.5187,20.556548170191583
530,531,69.44194,130.7305,19.058492991634793
531,532,67.14847,128.5815,20.04756220442112
532,533,65.69442,122.5699,19.96559197170945
533,534,69.42723,157.2961,22.941066485572737
534,535,66.54503,121.1097,19.22662266115857
535,536,69.04469,147.5061,21.752277625460756
536,537,67.62036,117.493,18.06393496025816
537,538,69.59105,132.4472,19.226105808148553
538,539,68.12343,118.1774,17.901801736562312
539,540,71.22641,123.7319,17.145687199177726
540,541,66.43285,130.365,20.765890778745003
541,542,66.31808,122.8882,19.64271970173224
542,543,68.02724,107.8693,16.386548330122626
543,544,68.2876,118.591,17.8781821288536
544,545,66.91609,125.6467,19.72628477877293
545,546,71.77546,148.6016,20.278080440135334
546,547,66.04535,150.279,24.219720637625493
547,548,69.01455,127.0678,18.754673791237817
548,549,68.70744,128.7122,19.167589683950627
549,550,65.012,118.4233,19.697242453341982
550,551,66.05857,125.3879,20.200058059674145
551,552,71.16403,149.2676,20.720479765136634
552,553,67.55274,107.3484,16.53731362021222
553,554,68.83455,133.6992,19.836780075666727
554,555,68.11811,124.8508,18.915658964913092
555,556,67.90528,112.7028,17.182365072271136
556,557,67.64085,127.8407,19.64293375794004
557,558,69.78282,134.1615,19.368063429754052
558,559,67.99889,138.6031,21.072915320357442
559,560,69.41465,126.044,18.389724609318296
560,561,70.42989,129.5856,18.365300919041463
561,562,67.67519,134.1054,20.584609062803107
562,563,67.88036,106.1251,16.191428399528096
563,564,68.06905,127.0561,19.277533504534045
564,565,66.99435,121.9241,19.09714861697242
565,566,71.57689,150.7365,20.68369395410773
566,567,64.36564,116.0061,19.684662260206093
567,568,67.93011,125.4748,19.115567747389303
568,569,69.91863,131.6099,18.9259663700849
569,570,69.93864,129.0696,18.550043111942127
570,571,66.79766,129.1117,20.34222373874293
571,572,70.11119,148.1624,21.189399657584335
572,573,68.94814,105.388,15.584805198269779
573,574,68.02886,110.5447,16.792171607252463
574,575,69.36148,118.6402,17.336063636997906
575,576,68.44886,122.8151,18.427849312152354
576,577,65.70282,124.887,20.337826497300476
577,578,69.55674,135.7695,19.727820388220795
578,579,65.84635,116.4563,18.882300311990914
579,580,68.79983,125.3617,18.618533376190396
580,581,69.03835,133.122,19.63470371357617
581,582,67.36352,138.3328,21.430433067323765
582,583,70.35788,124.4972,17.68029142139225
583,584,69.88828,136.7205,19.677968379603218
584,585,65.15319,115.0153,19.047569767968714
585,586,69.40907,132.6366,19.354691567262233
586,587,68.50874,143.1323,21.43882675474663
587,588,65.71552,134.7422,21.934263755609052
588,589,63.98308,122.6246,21.05729805307944
589,590,70.07685,153.5634,21.983351324720033
590,591,68.42542,126.289,18.96207699777815
591,592,68.23665,134.7206,20.34014002680229
592,593,67.82856,134.5987,20.567002278500706
593,594,66.31277,118.3945,18.927467700072448
594,595,69.75128,121.2997,17.527125176256643
595,596,65.70901,132.2844,21.538433263792747
596,597,66.88227,139.0617,21.854498736286242
597,598,67.2791,110.698,17.192330569037324
598,599,70.63357,154.1073,21.71481942726146
599,600,69.9377,124.1592,17.844794006633737
600,601,65.87671,134.5173,21.79062382617039
601,602,72.44694,138.2622,18.51904960267681
602,603,70.07052,149.0801,21.345401075933722
603,604,67.68486,127.0075,19.48954151606885
604,605,66.1151,117.8222,18.948774802825447
605,606,69.94355,148.9096,21.398467898651376
606,607,68.24317,128.2151,19.35423972049886
607,608,68.80144,129.6944,19.26111806320195
608,609,66.61818,125.5674,19.890545761456313
609,610,70.18701,128.7947,18.379759890578583
610,611,65.58971,124.187,20.293644093184508
611,612,68.69566,151.4167,22.55643706248913
612,613,64.88639,106.9803,17.862897712335155
613,614,69.81993,145.6221,21.000217683960766
614,615,66.33962,121.5926,19.423008983292657
615,616,70.4434,130.9386,18.549935312695688
616,617,69.99163,135.6203,19.462015331860695
617,618,70.13617,123.9315,17.711401931892564
618,619,67.1793,131.9955,20.56096538859221
619,620,68.2034,117.484,17.755054073940332
620,621,67.76121,129.6577,19.85140882258193
621,622,64.79753,122.3706,20.488752279204245
622,623,66.47871,114.5867,18.22738514447039
623,624,66.98337,116.5401,18.2598297660872
624,625,65.69991,139.4307,22.70827701393957
625,626,66.82705,123.4822,19.438157787878936
626,627,66.35141,132.5492,21.165675007218795
627,628,70.13491,143.4013,20.49462260172013
628,629,70.11565,132.9429,19.01036888879814
629,630,64.56145,98.8972,16.679874146681353
630,631,68.15724,122.4342,18.528236340004632
631,632,67.1475,104.6767,16.320958181930873
632,633,70.88927,142.7847,19.974503370288204
633,634,68.16218,130.9283,19.810795289660568
634,635,71.19657,143.827,19.947000757243288
635,636,67.92444,142.2832,21.679877099619127
636,637,65.30204,107.9441,17.795112481419505
